time_raw,Entry Time,SHED2 Set Temp.,Shed2 Temp.,PID SHED2,SHED3 Set Temp.,SHED3 Temp.,PID SHED3,P1,P2,P3,P4,P5,P6,P7,P8,F1,F2,F3,F4,F5,F6,F7,F8,T1,T2,T3,T4,T5,T6,T7,T8,V1,V2,V3,V4,V5,V6,V7,V8,Req. for Exhaust Fan,Exhaust Fan Feedback
2020-09-03 08:23:24.063549,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.79290746647939,4.560158234949053,4.850989916115985,4.534531882177194,4.501022100969251,4.749116472515836,4.913161247086769,4.643805022392385,59.2763680082793,28.90432177843268,54.09295477662893,35.1841005862682,33.47869603841599,12.456566779996269,42.244296106341984,19.026140491571866,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:25.064782,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.9528057876178355,4.853575120506138,4.9670865102356165,4.5816665043242955,4.787667249646143,4.831737171659519,4.772917306477512,4.68192383067765,19.908616208491715,64.45720590799387,55.61308525050212,12.63553627407477,51.84487014804106,37.849503245939786,29.623468809297183,29.202776666088972,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:26.066785,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.744623587052726,4.570038920467012,4.811243750184234,4.907082711526791,4.780995943731588,4.975188881246418,4.875118756883533,4.95702546955945,58.6263068778644,23.275711236212434,12.301497654021052,34.18179853405324,59.57719234227199,32.311375697921704,37.93765272285894,34.09640191593585,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:27.064216,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.578494517242137,4.588807493048468,4.5077290124556795,4.9281861273077645,4.893683518892498,4.956838925038515,4.579826931259117,4.536610269052302,32.46593323232386,59.48307980338754,54.15462996320318,42.766516958468415,23.81777515358918,59.621559761362604,44.54265513592038,54.10378901446654,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:28.065977,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.786544736941299,4.7706403320974164,4.550608090139036,4.72329251272501,4.61378064741258,4.6148629600849365,4.688179956571336,4.519961431236305,27.399979259477995,11.058904545027865,12.204026880178976,49.89160989499057,27.116558372683738,40.746328635512484,39.288353516812876,50.77222244463906,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:29.067406,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.9420335980874395,4.963030665291909,4.6710910578246505,4.997048519835297,4.811417368690091,4.813146825963091,4.818782799147601,4.865025592628773,11.807998831472604,42.58918515712402,12.25691985511073,15.196024692427763,61.5622106313981,29.353694991368542,64.98926133379202,18.990680463182912,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:30.064823,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.971817462711466,4.72301432039325,4.729383095270062,4.809631893930099,4.7499597074305395,4.545189676347996,4.572732779557007,4.799508262364182,19.43787467233342,60.10301166177266,15.842342399630008,28.858952597724546,58.428519612284816,19.74527302318851,45.03644583833877,36.489116379071646,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:31.066846,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.568339932872498,4.77188915682391,4.669307079842142,4.831162225337771,4.985603374479024,4.894410142877778,4.581338065575437,4.791557382503858,24.068992544035762,26.912490576217714,33.39369054188859,19.14538706970422,59.04187143867555,54.97791867479159,23.315076287575472,63.13781344988844,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:32.065695,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.922101884023465,4.816654182435634,4.8090058870738845,4.876318550145525,4.813556770390429,4.857632430031978,4.577731484331676,4.647568435405675,22.490291321358352,57.903824126181,38.447089748066844,19.154598103229233,25.331435240983126,25.67389873121005,26.508969138731874,39.36327028542134,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:33.063482,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.575657743338053,4.921887132106739,4.679531519345097,4.564324343275483,4.769932409393845,4.898837388368433,4.772194453258358,4.648161446308481,12.147094917149008,24.902328496910656,16.100223804187458,53.30256595152001,35.88643027281892,53.664191992526405,40.617815647746255,11.972429304764196,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:34.065046,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.884725925945466,4.903850848118571,4.829511955742764,4.541863957395517,4.837004679044778,4.829454098565462,4.963248690596823,4.952871592911179,39.195411400848315,13.540581377239882,59.42133779957781,48.258134334763305,20.095129282778924,47.09690618831941,36.005805142288395,28.69177438530255,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:35.066160,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.916415969275505,4.595262569314944,4.937915604917575,4.507543793105945,4.667227759444013,4.818962395245113,4.713253426855825,4.85515134819262,18.622727796335845,28.112523176172594,10.681587595760938,49.71619346727951,33.173018190938215,13.90991075808082,64.84533447497677,11.490122347780968,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:36.064308,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.645236549663001,4.908254319130688,4.881672173747522,4.791936641078805,4.816977820004241,4.650274647887915,4.542014058003948,4.527003423211039,51.5729149522987,23.537365513968687,54.146355343070205,54.10239802820309,24.596569046358404,16.003488216799393,49.441006793998156,16.42070633980624,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:37.065232,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.721661412854018,4.714059849104294,4.652259714420646,4.6647152705889585,4.828648904501726,4.885756972755475,4.669924137116859,4.750955758767219,64.28549677090403,57.03306074291593,54.4567788992309,62.29154693348664,37.39379335284134,45.023890160639674,43.33717716165647,51.552232653226085,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:38.063302,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.591604938123834,4.749494190512017,4.954930345258884,4.7779376377983676,4.583536214128693,4.645741079567076,4.924866389902055,4.59135310582799,62.990425811614266,25.737926119253842,59.51944588173292,10.319943602032176,30.47064646601167,57.63397950656821,52.59721934704203,33.92169300268482,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:39.064749,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.822516276820606,4.5868655557078375,4.569059560952385,4.761116003844953,4.642538145391065,4.684594404367486,4.692953374757307,4.901147521699989,63.75086868832213,44.098941403708146,55.84764670325661,54.037727776801795,59.72109029765631,18.77998524783485,19.26666572240932,17.306772604523566,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:40.066182,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.797593949477597,4.775844247255415,4.525954044099526,4.547020016488682,4.815911639206006,4.653095760471496,4.556705498561974,4.63702739460371,12.771936260582466,51.71690912355428,40.120860028572665,21.592827234290134,50.92577710306089,50.96980169411347,11.685494519067337,27.91719587956693,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:41.063730,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.51741898242326,4.660082335186206,4.914900145743074,4.591220560302666,4.883626122558587,4.682337765422294,4.529023253252083,4.855419498627755,22.25051087065954,46.94224695199601,32.647367566384574,64.45026011508489,20.07783748292225,29.48399822369204,64.81927385567423,29.30733859979686,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:42.065252,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.710188660817787,4.651016507738609,4.739114821055995,4.690118481661298,4.859358093911774,4.551252670877885,4.8650883163797545,4.739903535045791,61.403647702386785,55.49006924161169,22.180855884620662,51.06826482104267,41.84689480070187,30.381493268302123,34.76305454575456,20.87155638813938,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:43.066407,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.686718274369732,4.637916461877461,4.910154722843263,4.957302348994176,4.8330711239140935,4.699475912386312,4.7187427676101406,4.907735134218215,20.767376892312225,60.95704668942545,14.064420978159752,56.08179499603865,42.86439232248238,39.553924893168144,21.26260535659136,27.682987392991407,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:44.063990,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.990415024191751,4.62529500854068,4.859330422373382,4.957975135420606,4.689557879508263,4.9198883115653915,4.724334339240912,4.589029404515742,20.4683130681192,28.25776035184133,34.27639262139188,19.48126620857009,50.99010426102663,25.408660150903785,43.148013992369556,58.72447371491088,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:45.066093,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.5187238304157455,4.700803538666361,4.9033595641687295,4.795452644747502,4.971796570087616,4.61030643540185,4.957082889112369,4.885452207525393,12.285276893984445,25.68709984207913,23.295266923436763,26.393093157253425,25.41972560170673,22.514980616667103,19.551182691480054,43.424415210465085,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:46.064231,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.504665754199768,4.97174560894177,4.525344097019386,4.751571845382191,4.845327472699001,4.827376509975811,4.570102302671714,4.587201759528438,28.889536519384464,23.111839364796317,23.2701247669598,22.42829448040795,27.772750968283525,25.27487276723264,41.518346980973035,53.918761628827895,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:47.065213,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.608500545711098,4.730028708705004,4.730860008791956,4.518162412173346,4.850433636025873,4.738067838547648,4.860525642360808,4.714733567629634,50.29444242820615,64.52539692027395,51.96430759137443,24.288988098354668,58.388820985987564,55.50982700257832,11.588161815380658,37.22345730314244,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:48.067038,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.80729941200348,4.966835486909191,4.786889347361736,4.854778176730892,4.699899893159804,4.6848970740942795,4.930589386932772,4.832012036813405,29.79929052372043,62.37547726688047,37.76672513915965,52.36305372888691,37.66091591348486,21.19269171516099,12.970610393772459,54.69675930957943,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:49.064034,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.577238790866198,4.867853279032625,4.675125158848028,4.72510368183673,4.975048994394921,4.858143408649357,4.692766235949081,4.510267070411802,34.17026449136446,60.618093405271665,42.007744654969365,13.196328651027246,55.093269616068504,18.975894532345063,41.2714347127986,63.766179968765805,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:50.067215,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.752018901530394,4.614405375867835,4.588607500496554,4.513253306643355,4.990098138829208,4.536542095274677,4.888163666535071,4.619477399848452,23.37316942004164,60.48280270181202,43.632101683037085,49.81345959417711,49.114632360841526,43.4387834248628,47.09007811196585,33.09029421257159,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:51.064715,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.640905888581034,4.54122314529557,4.822829182004736,4.901363545636762,4.753096898670706,4.627836244350082,4.8729913877417035,4.953073712619076,52.94828138353463,31.61810269257257,29.674860822555132,54.61560571166734,32.10999616126308,31.731389589186,21.581366822627015,59.75040996603323,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:52.065031,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.527853382355589,4.886057602910491,4.531432280720483,4.997118249252494,4.628918505544402,4.742179018821837,4.767203998350809,4.546540774657281,59.48163153577128,59.45610471472887,11.436820960178549,37.58817247876716,50.11448310487707,57.02235685981352,46.43083425228491,35.81954555766274,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:53.066136,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.929911014193695,4.883396948169351,4.799906198979251,4.900580296187785,4.669867862249684,4.804254853686265,4.91880672999435,4.7171680566678535,17.4645576386729,61.099886996954915,37.512909103296764,63.78967380659676,10.970603098205244,26.638553430721068,14.483811238573889,49.14278661976934,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:54.063339,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.710566593927203,4.721591829703824,4.585019384604813,4.796579371923366,4.557788232365544,4.7744842785649455,4.656869590311213,4.857506146913083,53.34124245141443,50.864659986233356,15.063741402698888,42.53007328540404,58.76639722572304,25.352257562210514,10.322319625255787,26.47712384857552,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:55.064712,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.68420423437076,4.770341419901043,4.5448716831166385,4.876687163115885,4.698302703239407,4.698868202422269,4.9462837669101996,4.867981241087559,57.11190357306616,45.53596386776184,14.042904674423594,34.468413673055466,47.85305707577596,32.82835119017484,56.596847469055255,51.066439734822744,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:56.066584,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.753678584617245,4.659361362419753,4.815769501402069,4.925841543407977,4.788090578935617,4.795993120345431,4.597820260116092,4.801375445706827,36.409490601762116,42.351746951082916,47.15942465318345,39.33384897548412,58.152646412390055,54.93274289181834,22.958577997287822,35.5728530129685,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:57.063693,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.889210831077751,4.645311629023108,4.71163121991689,4.857371951125243,4.762490790256601,4.706641303400084,4.6900539723358765,4.533786678604123,58.62103739685404,43.52076172708875,33.0044964076249,52.904913617580426,38.428010171084416,46.169845490846704,43.18790764979208,34.52926970892128,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:58.065352,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.556521342792954,4.777849597868793,4.920471077610103,4.524211142855294,4.6460678291116615,4.99592505076973,4.662333536840902,4.5008741824500715,18.078556602193487,51.20440085488464,10.3889774226138,19.141270976509624,25.860932129649598,39.83888922108981,53.35183145180279,54.209511225867146,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:23:59.066428,03/Sep/2020_08:23,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.893881023356209,4.642934079510911,4.9826457484075135,4.786789994097121,4.9951352307297245,4.649956401220926,4.961687789799188,4.703598508669619,11.996353011999041,19.49478674276667,14.228092962467223,14.622462371100646,42.397431831459876,58.467900773189,11.439960888953483,27.378815063188892,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:24:00.064200,03/Sep/2020_08:24,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.503925663731041,4.600849667730735,4.962183712437614,4.798260748855818,4.976028207371562,4.588873290720579,4.878470659606134,4.552723884962508,26.016452208129277,39.25874432583262,29.80957758087395,56.174045895534526,10.449072816265168,42.45887002365973,58.665895773814015,46.56692347831811,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:24:01.065966,03/Sep/2020_08:24,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.928725489736501,4.991897313928304,4.86658956543682,4.762955627021233,4.598042601755089,4.662252300920789,4.726758106620006,4.869302339633495,12.072746002546822,58.25383368897321,16.005851373838357,34.71218909034177,57.40562889930697,26.4045558310916,34.6873153898226,58.50019583554689,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:24:02.063579,03/Sep/2020_08:24,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.889823820180916,4.526075065423078,4.609891433968178,4.605634693748345,4.838191562211031,4.517253521472942,4.677338116749946,4.816658136702818,31.06589329006866,41.483918505938654,48.06253934857794,56.40866637844523,26.974929123674293,63.54702564478465,41.17261149209608,60.384754859719564,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:24:03.064691,03/Sep/2020_08:24,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.7803393854771,4.530309131310878,4.625499957631722,4.704098863583609,4.568389265628311,4.827212766397349,4.801862624643459,4.670394613157267,33.448387237262025,36.28214234574105,34.35198020426148,24.20661290777055,10.418884165958184,19.880446886500806,44.823705431751854,57.018341516490786,0,0,0,0,0,0,0,0,0,0
2020-09-03 08:24:04.066336,03/Sep/2020_08:24,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,4.56652282451897,4.6519626692296585,4.939824279678008,4.838502589621668,4.713948298426427,4.637579039217444,4.576884094746811,4.619582234880611,20.952013890599673,41.66829093741373,62.11495361258817,45.62687751972498,24.541962035459324,27.968512272314655,22.36649228974899,23.332506965615984,0,0,0,0,0,0,0,0,0,0
