time_raw,Entry Time,SHED2 Set Temp.,Shed2 Temp.,PID SHED2,SHED3 Set Temp.,SHED3 Temp.,PID SHED3,P1,P2,P3,P4,P5,P6,P7,P8,F1,F2,F3,F4,F5,F6,F7,F8,T1,T2,T3,T4,T5,T6,T7,T8,V1,V2,V3,V4,V5,V6,V7,V8,Req. for Exhaust Fan,Exhaust Fan Feedback
2020-10-06 14:43:57.821012,06/Oct/2020_14:43,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.733414105254084,62.58873949889628,53.328462101011574,63.19364806028745,46.60102799804668,15.405094557582387,34.460784247982666,62.96538604348576,0,0,0,0,0,0,0,0,1,0
2020-10-06 14:43:58.821740,06/Oct/2020_14:43,25,0.0,0,25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.81869202709972,49.359930882780134,55.54285778288901,17.538343911866065,61.14086207143565,26.048706375888862,44.61697904566425,29.835226207609985,0,0,0,0,0,0,0,0,1,0
2020-10-06 14:43:59.821248,06/Oct/2020_14:43,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.154054926012812,26.953836250782146,47.74416968765196,45.27080829264677,61.24363446405638,25.45095256135056,52.631928790465494,18.727290136973934,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:00.821092,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.407665485898676,37.86800971821158,59.89782233672831,14.587608188998995,13.186121214057325,22.502057140495992,60.161122067924765,62.00434904706161,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:01.820864,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26269414461084,42.406218933689594,25.25217681029038,29.642681194429905,52.34624288546937,64.25531071275108,51.79326503772489,15.41180447616792,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:02.820876,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.32638817048427,10.578736236837734,50.273606470168076,10.162641281965053,45.12108447013657,59.694751757918965,10.217344100356675,50.15644093169685,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:03.821175,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.72358321131661,58.78174844647509,20.219430231728218,29.024636378149662,58.34876875412516,28.511131890887825,19.465985734829772,43.864297931824,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:04.821066,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.030749685927507,45.3363456375949,31.87602396300144,55.58335755020405,17.268146137316382,62.87772123269936,44.6278140723228,46.26343366701171,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:05.820963,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.541301096341776,51.43646662499611,24.08737561941001,45.82834954721689,31.976432502539378,19.1079970397658,50.539805851924804,24.531285704309592,10.0,0,0,0,0.0,0,0,0,1,0
2020-10-06 14:44:06.820867,06/Oct/2020_14:44,25,0.0,0,25,0.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.498912970138026,61.032479965160704,34.162430289321605,39.74811656592883,24.823974773411585,34.70861141171758,11.839352414574705,41.330877622576125,10.0,0,0,0,0.0,0,0,0,1,0
